# File with transport data and reaction rates for an air chemistry.
# Transport data calculated using the offline BOLSIG+ solver with data from the Phelps database (N2, O2).
# The reactions are primarily from:
# Kossyi:1992 (https://doi.org/10.1088/0963-0252/1/3/011)
# Gordiets:1995 (https://doi.org/10.1109/27.467998) 
# Aleksandrov:1999 (https://doi.org/10.1088/0963-0252/8/2/309)
# Fresnet:2002 (https://doi.org/10.1088/0963-0252/11/2/305)
# Tochikubo:2002 (https://doi.org/10/d9tq56)
# Atkinson:2004 (https://doi.org/10.5194/acp-4-1461-2004)
# Florescu:2006 (https://doi.org/10.1016/j.physrep.2006.04.002)
# Gordillo:2008 (https://doi.org/10.1088/0022-3727/41/23/234016)
# Popov:2011 (https://doi.org/10.1088/0022-3727/44/28/285201)
# Panchesnyi:2013 (https://doi.org/10.1088/0022-3727/46/15/155201)
# Note that e + NO2 -> NO2- and N(^2D) + NO -> N2O have actually three-body nature

reaction_list
------------------
# Rotational excitation
e + N2 -> e + N2*(J),field_table,C2 N2 Excitation 0.020 eV
e + O2 -> e + O2*(J),field_table,C30 O2 Excitation 0.020 eV
# Vibrational excitation
e + N2 -> e + N2*(v1),field_table,C3 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v1),field_table,C4 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v2),field_table,C5 N2 Excitation 0.59 eV
e + N2 -> e + N2*(v3),field_table,C6 N2 Excitation 0.88 eV
e + N2 -> e + N2*(v4),field_table,C7 N2 Excitation 1.17 eV
e + N2 -> e + N2*(v5),field_table,C8 N2 Excitation 1.47 eV
e + N2 -> e + N2*(v6),field_table,C9 N2 Excitation 1.76 eV
e + N2 -> e + N2*(v7),field_table,C10 N2 Excitation 2.06 eV
e + N2 -> e + N2*(v8),field_table,C11 N2 Excitation 2.35 eV
e + O2 -> e + O2*(v1),field_table,C31 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v1),field_table,C32 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v2),field_table,C33 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v2),field_table,C34 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v3),field_table,C35 O2 Excitation 0.57 eV
e + O2 -> e + O2*(v4),field_table,C36 O2 Excitation 0.75 eV
# Electronic excitation
e + N2 -> e + N2*(A),field_table,C12 N2 Excitation 6.17 eV
e + N2 -> e + N2*(A),field_table,C13 N2 Excitation 7.00 eV
e + N2 -> e + N2*(B),field_table,C14 N2 Excitation 7.35 eV
e + N2 -> e + N2*(B),field_table,C15 N2 Excitation 7.36 eV
e + N2 -> e + N2*(B),field_table,C16 N2 Excitation 7.80 eV
e + N2 -> e + N2*(B),field_table,C17 N2 Excitation 8.16 eV
e + N2 -> e + N2*(a),field_table,C18 N2 Excitation 8.40 eV
e + N2 -> e + N2*(a),field_table,C19 N2 Excitation 8.55 eV
e + N2 -> e + N2*(a),field_table,C20 N2 Excitation 8.89 eV
e + N2 -> e + N2*(C),field_table,C21 N2 Excitation 11.03 eV
e + N2 -> e + N2*(E),field_table,C22 N2 Excitation 11.87 eV
e + N2 -> e + N2*(E),field_table,C23 N2 Excitation 12.25 eV
e + O2 -> e + O2*(a),field_table,C37 O2 Excitation 0.98 eV
e + O2 -> e + O2*(b),field_table,C38 O2 Excitation 1.63 eV
e + O2 -> e + O2*(A),field_table,C39 O2 Excitation 4.50 eV
# Dissociation
e + N2 -> e + N(^4S) + N(^2D),field_table,C24 N2 Excitation 13.00 eV
e + O2 -> e + O(^3P) + O(^3P),field_table,C40 O2 Excitation 6.00 eV
e + O2 -> e + O(^3P) + O(^1D),field_table,C41 O2 Excitation 8.40 eV
e + O2 -> e + O(^3P) + O(^1S),field_table,C42 O2 Excitation 9.97 eV
# Ionization
e + N2 -> e + e + N2+,field_table,C25 N2 Ionization 15.60 eV
e + N2 -> e + e + N2+,field_table,C26 N2 Ionization 18.80 eV
e + O2 -> e + e + O2+,field_table,C43 O2 Ionization 12.06 eV
# Attachment
e + O2 + O2 -> O2- + O2,field_table,C27 O2 Attachment
e + O2 -> O- + O(^3P),field_table,C28 O2 Attachment
4.936999999999999744e+01 9.968000000000000135e-20
5.171000000000000085e+01 1.692000000000000078e-19
5.415999999999999659e+01 2.817000000000000110e-19
5.671999999999999886e+01 4.580999999999999929e-19
5.940999999999999659e+01 7.299999999999999675e-19
6.222999999999999687e+01 1.139999999999999904e-18
6.517000000000000171e+01 1.747999999999999866e-18
6.826000000000000512e+01 2.629999999999999872e-18
7.148999999999999488e+01 3.881999999999999836e-18
7.487999999999999545e+01 5.628999999999999861e-18
7.843000000000000682e+01 8.020000000000000466e-18
8.214000000000000057e+01 1.122999999999999956e-17
8.603000000000000114e+01 1.548000000000000083e-17
9.010999999999999943e+01 2.098000000000000084e-17
9.437999999999999545e+01 2.798000000000000057e-17
9.884999999999999432e+01 3.676999999999999771e-17
1.035000000000000000e+02 4.761999999999999775e-17
1.084000000000000057e+02 6.087000000000000352e-17
1.135999999999999943e+02 7.668999999999999483e-17
1.190000000000000000e+02 9.541000000000000616e-17
1.245999999999999943e+02 1.173000000000000029e-16
1.305000000000000000e+02 1.424999999999999983e-16
1.366999999999999886e+02 1.714000000000000093e-16
1.430999999999999943e+02 2.040000000000000115e-16
1.499000000000000057e+02 2.405000000000000130e-16
1.570000000000000000e+02 2.811000000000000219e-16
1.645000000000000000e+02 3.258999999999999807e-16
1.723000000000000114e+02 3.749999999999999798e-16
1.804000000000000057e+02 4.281999999999999864e-16
1.890000000000000000e+02 4.856999999999999840e-16
1.979000000000000057e+02 5.475000000000000218e-16
2.073000000000000114e+02 6.133000000000000261e-16
2.170999999999999943e+02 6.832999999999999802e-16
2.274000000000000057e+02 7.574000000000000405e-16
2.381999999999999886e+02 8.352999999999999850e-16
2.495000000000000000e+02 9.169999999999999123e-16
2.613000000000000114e+02 1.001999999999999913e-15
2.736000000000000227e+02 1.089999999999999962e-15
2.866000000000000227e+02 1.182000000000000077e-15
3.001999999999999886e+02 1.276000000000000027e-15
3.143999999999999773e+02 1.372000000000000009e-15
3.293000000000000114e+02 1.471000000000000040e-15
3.448999999999999773e+02 1.571999999999999906e-15
3.611999999999999886e+02 1.673999999999999986e-15
3.783000000000000114e+02 1.776999999999999884e-15
3.963000000000000114e+02 1.880000000000000178e-15
4.150000000000000000e+02 1.983999999999999895e-15
4.346999999999999886e+02 2.088000000000000008e-15
4.553000000000000114e+02 2.192000000000000120e-15
4.768999999999999773e+02 2.293999999999999805e-15
4.995000000000000000e+02 2.395999999999999885e-15
5.231000000000000227e+02 2.495000000000000113e-15
5.478999999999999773e+02 2.593000000000000128e-15
5.737999999999999545e+02 2.689000000000000110e-15
6.010000000000000000e+02 2.781000000000000027e-15
6.295000000000000000e+02 2.870999999999999912e-15
6.592999999999999545e+02 2.957000000000000126e-15
6.906000000000000227e+02 3.040000000000000094e-15
7.232999999999999545e+02 3.118000000000000178e-15
7.575000000000000000e+02 3.191999999999999803e-15
7.933999999999999773e+02 3.262000000000000152e-15
8.310000000000000000e+02 3.326000000000000008e-15
8.703999999999999773e+02 3.386000000000000194e-15
9.116000000000000227e+02 3.439999999999999889e-15
9.547999999999999545e+02 3.489000000000000093e-15
1.000000000000000000e+03 3.531999999999999806e-15
-----------------------


C22 N2 Excitation 11.87 eV
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000056e-01 0.000000000000000000e+00
1.047000000000000014e-01 0.000000000000000000e+00
1.097000000000000058e-01 0.000000000000000000e+00
1.149000000000000021e-01 0.000000000000000000e+00
1.203000000000000042e-01 0.000000000000000000e+00
1.260000000000000009e-01 0.000000000000000000e+00
1.320000000000000062e-01 0.000000000000000000e+00
1.383000000000000063e-01 0.000000000000000000e+00
1.448000000000000120e-01 0.000000000000000000e+00
1.517000000000000015e-01 0.000000000000000000e+00
1.589000000000000135e-01 0.000000000000000000e+00
1.663999999999999924e-01 0.000000000000000000e+00
1.743000000000000105e-01 0.000000000000000000e+00
1.824999999999999956e-01 0.000000000000000000e+00
1.912000000000000088e-01 0.000000000000000000e+00
2.001999999999999891e-01 0.000000000000000000e+00
2.096999999999999975e-01 0.000000000000000000e+00
2.195999999999999897e-01 0.000000000000000000e+00
2.300000000000000100e-01 0.000000000000000000e+00
2.409000000000000030e-01 0.000000000000000000e+00
2.524000000000000132e-01 0.000000000000000000e+00
2.642999999999999794e-01 0.000000000000000000e+00
2.767999999999999905e-01 0.000000000000000000e+00
2.898999999999999910e-01 0.000000000000000000e+00
3.037000000000000255e-01 0.000000000000000000e+00
3.180999999999999939e-01 0.000000000000000000e+00
3.331000000000000072e-01 0.000000000000000000e+00
3.488999999999999879e-01 0.000000000000000000e+00
3.654000000000000026e-01 0.000000000000000000e+00
3.826999999999999846e-01 0.000000000000000000e+00
4.008999999999999786e-01 0.000000000000000000e+00
4.198999999999999955e-01 0.000000000000000000e+00
4.398000000000000242e-01 0.000000000000000000e+00
4.606000000000000094e-01 0.000000000000000000e+00
4.823999999999999955e-01 0.000000000000000000e+00
5.052999999999999714e-01 0.000000000000000000e+00
5.292000000000000037e-01 0.000000000000000000e+00
5.543000000000000149e-01 0.000000000000000000e+00
5.805000000000000160e-01 0.000000000000000000e+00
6.079999999999999849e-01 0.000000000000000000e+00
6.368000000000000327e-01 0.000000000000000000e+00
6.670000000000000373e-01 0.000000000000000000e+00
6.985999999999999988e-01 0.000000000000000000e+00
7.317000000000000171e-01 0.000000000000000000e+00
7.662999999999999812e-01 0.000000000000000000e+00
8.025999999999999801e-01 0.000000000000000000e+00
8.407000000000000028e-01 0.000000000000000000e+00
8.804999999999999494e-01 0.000000000000000000e+00
9.222000000000000197e-01 0.000000000000000000e+00
9.658999999999999808e-01 0.000000000000000000e+00
1.012000000000000011e+00 0.000000000000000000e+00
1.060000000000000053e+00 0.000000000000000000e+00
1.110000000000000098e+00 0.000000000000000000e+00
1.161999999999999922e+00 0.000000000000000000e+00
1.217000000000000082e+00 0.000000000000000000e+00
1.274999999999999911e+00 0.000000000000000000e+00
1.334999999999999964e+00 0.000000000000000000e+00
1.399000000000000021e+00 0.000000000000000000e+00
1.465000000000000080e+00 0.000000000000000000e+00
1.534000000000000030e+00 0.000000000000000000e+00
1.606999999999999984e+00 0.000000000000000000e+00
1.683000000000000052e+00 0.000000000000000000e+00
1.762999999999999901e+00 0.000000000000000000e+00
1.846000000000000085e+00 0.000000000000000000e+00
1.933999999999999941e+00 0.000000000000000000e+00
2.025999999999999801e+00 0.000000000000000000e+00
2.120999999999999996e+00 0.000000000000000000e+00
2.221999999999999975e+00 0.000000000000000000e+00
2.326999999999999957e+00 0.000000000000000000e+00
2.436999999999999833e+00 0.000000000000000000e+00
2.552999999999999936e+00 0.000000000000000000e+00
2.673999999999999932e+00 0.000000000000000000e+00
2.801000000000000156e+00 0.000000000000000000e+00
2.932999999999999829e+00 0.000000000000000000e+00
3.072000000000000064e+00 0.000000000000000000e+00
3.217999999999999972e+00 0.000000000000000000e+00
3.370000000000000107e+00 0.000000000000000000e+00
3.529999999999999805e+00 0.000000000000000000e+00
3.697000000000000064e+00 0.000000000000000000e+00
3.871999999999999886e+00 0.000000000000000000e+00
4.054999999999999716e+00 0.000000000000000000e+00
4.248000000000000220e+00 0.000000000000000000e+00
4.448999999999999844e+00 0.000000000000000000e+00
4.660000000000000142e+00 0.000000000000000000e+00
4.879999999999999893e+00 0.000000000000000000e+00
5.110999999999999766e+00 0.000000000000000000e+00
5.354000000000000092e+00 0.000000000000000000e+00
5.607000000000000206e+00 0.000000000000000000e+00
5.873000000000000220e+00 0.000000000000000000e+00
6.150999999999999801e+00 0.000000000000000000e+00
6.442000000000000171e+00 0.000000000000000000e+00
6.748000000000000220e+00 0.000000000000000000e+00
7.067000000000000171e+00 0.000000000000000000e+00
7.402000000000000135e+00 0.000000000000000000e+00
7.753000000000000114e+00 0.000000000000000000e+00
8.119999999999999218e+00 0.000000000000000000e+00
8.503999999999999559e+00 0.000000000000000000e+00
8.907000000000000028e+00 0.000000000000000000e+00
9.329000000000000625e+00 0.000000000000000000e+00
9.771000000000000796e+00 0.000000000000000000e+00
1.023000000000000043e+01 0.000000000000000000e+00
1.072000000000000064e+01 0.000000000000000000e+00
1.123000000000000043e+01 0.000000000000000000e+00
1.175999999999999979e+01 0.000000000000000000e+00
1.232000000000000028e+01 0.000000000000000000e+00
1.290000000000000036e+01 0.000000000000000000e+00
1.350999999999999979e+01 0.000000000000000000e+00
1.415000000000000036e+01 0.000000000000000000e+00
1.482000000000000028e+01 0.000000000000000000e+00
1.551999999999999957e+01 0.000000000000000000e+00
1.626000000000000156e+01 0.000000000000000000e+00
1.703000000000000114e+01 0.000000000000000000e+00
1.782999999999999829e+01 0.000000000000000000e+00
1.867999999999999972e+01 0.000000000000000000e+00
1.955999999999999872e+01 0.000000000000000000e+00
2.048999999999999844e+01 2.516999999999999890e-27
2.146000000000000085e+01 8.129999999999999366e-27
2.248000000000000043e+01 2.491999999999999889e-26
2.353999999999999915e+01 7.270000000000000079e-26
2.466000000000000014e+01 1.816999999999999906e-25
2.582999999999999829e+01 4.767000000000000278e-25
2.705000000000000071e+01 1.196999999999999917e-24
2.832999999999999829e+01 2.883999999999999916e-24
2.967000000000000171e+01 6.677999999999999827e-24
3.107999999999999829e+01 1.489000000000000082e-23
3.254999999999999716e+01 3.219000000000000253e-23
3.409000000000000341e+01 6.682999999999999555e-23
3.571000000000000085e+01 1.342999999999999893e-22
3.739999999999999858e+01 2.613999999999999931e-22
3.917000000000000171e+01 4.940000000000000442e-22
4.103000000000000114e+01 9.105000000000000735e-22
4.296999999999999886e+01 1.626000000000000031e-21
4.500999999999999801e+01 2.828999999999999997e-21
4.714000000000000057e+01 4.799999999999999857e-21
4.936999999999999744e+01 7.950000000000000610e-21
5.171000000000000085e+01 1.287000000000000054e-20
5.415999999999999659e+01 2.040999999999999927e-20
5.671999999999999886e+01 3.161000000000000095e-20
5.940999999999999659e+01 4.796000000000000206e-20
6.222999999999999687e+01 7.131000000000000083e-20
6.517000000000000171e+01 1.039999999999999979e-19
6.826000000000000512e+01 1.489000000000000079e-19
7.148999999999999488e+01 2.092000000000000116e-19
7.487999999999999545e+01 2.888000000000000059e-19
7.843000000000000682e+01 3.919000000000000101e-19
8.214000000000000057e+01 5.229000000000000256e-19
8.603000000000000114e+01 6.869999999999999844e-19
9.010999999999999943e+01 8.880999999999999197e-19
9.437999999999999545e+01 1.130999999999999991e-18
9.884999999999999432e+01 1.419999999999999955e-18
1.035000000000000000e+02 1.757999999999999813e-18
1.084000000000000057e+02 2.150000000000000115e-18
1.135999999999999943e+02 2.595000000000000059e-18
1.190000000000000000e+02 3.095999999999999935e-18
1.245999999999999943e+02 3.653999999999999970e-18
1.305000000000000000e+02 4.267999999999999939e-18
1.366999999999999886e+02 4.938999999999999681e-18
1.430999999999999943e+02 5.665000000000000286e-18
1.499000000000000057e+02 6.443999999999999762e-18
1.570000000000000000e+02 7.276000000000000419e-18
1.645000000000000000e+02 8.158999999999999495e-18
1.723000000000000114e+02 9.093999999999999527e-18
1.804000000000000057e+02 1.008000000000000029e-17
1.890000000000000000e+02 1.109999999999999948e-17
1.979000000000000057e+02 1.217999999999999990e-17
2.073000000000000114e+02 1.328999999999999939e-17
2.170999999999999943e+02 1.445999999999999855e-17
2.274000000000000057e+02 1.566000000000000141e-17
2.381999999999999886e+02 1.691000000000000015e-17
2.495000000000000000e+02 1.819999999999999868e-17
2.613000000000000114e+02 1.953000000000000008e-17
2.736000000000000227e+02 2.091000000000000044e-17
2.866000000000000227e+02 2.232000000000000141e-17
3.001999999999999886e+02 2.376999999999999909e-17
3.143999999999999773e+02 2.525999999999999963e-17
3.293000000000000114e+02 2.678999999999999997e-17
3.448999999999999773e+02 2.836000000000000009e-17
3.611999999999999886e+02 2.995999999999999774e-17
3.783000000000000114e+02 3.158999999999999908e-17
3.963000000000000114e+02 3.324999999999999795e-17
4.150000000000000000e+02 3.493000000000000134e-17
4.346999999999999886e+02 3.664000000000000225e-17
4.553000000000000114e+02 3.836000000000000234e-17
4.768999999999999773e+02 4.010000000000000079e-17
4.995000000000000000e+02 4.184999999999999841e-17
5.231000000000000227e+02 4.360000000000000219e-17
5.478999999999999773e+02 4.534000000000000064e-17
5.737999999999999545e+02 4.707999999999999908e-17
6.010000000000000000e+02 4.879999999999999918e-17
6.295000000000000000e+02 5.050000000000000092e-17
6.592999999999999545e+02 5.216999999999999896e-17
6.906000000000000227e+02 5.380000000000000031e-17
7.232999999999999545e+02 5.538999999999999878e-17
7.575000000000000000e+02 5.692999999999999521e-17
7.933999999999999773e+02 5.840999999999999658e-17
8.310000000000000000e+02 5.983000000000000289e-17
8.703999999999999773e+02 6.117000000000000346e-17
9.116000000000000227e+02 6.243999999999999747e-17
9.547999999999999545e+02 6.361999999999999890e-17
1.000000000000000000e+03 6.471999999999999458e-17
-----------------------


C23 N2 Excitation 12.25 eV
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000056e-01 0.000000000000000000e+00
1.047000000000000014e-01 0.000000000000000000e+00
1.097000000000000058e-01 0.000000000000000000e+00
1.149000000000000021e-01 0.000000000000000000e+00
1.203000000000000042e-01 0.000000000000000000e+00
1.260000000000000009e-01 0.000000000000000000e+00
1.320000000000000062e-01 0.000000000000000000e+00
1.383000000000000063e-01 0.000000000000000000e+00
1.448000000000000120e-01 0.000000000000000000e+00
1.517000000000000015e-01 0.000000000000000000e+00
1.589000000000000135e-01 0.000000000000000000e+00
1.663999999999999924e-01 0.000000000000000000e+00
1.743000000000000105e-01 0.000000000000000000e+00
1.824999999999999956e-01 0.000000000000000000e+00
1.912000000000000088e-01 0.000000000000000000e+00
2.001999999999999891e-01 0.000000000000000000e+00
2.096999999999999975e-01 0.000000000000000000e+00
2.195999999999999897e-01 0.000000000000000000e+00
2.300000000000000100e-01 0.000000000000000000e+00
2.409000000000000030e-01 0.000000000000000000e+00
2.524000000000000132e-01 0.000000000000000000e+00
2.642999999999999794e-01 0.000000000000000000e+00
2.767999999999999905e-01 0.000000000000000000e+00
2.898999999999999910e-01 0.000000000000000000e+00
3.037000000000000255e-01 0.000000000000000000e+00
3.180999999999999939e-01 0.000000000000000000e+00
3.331000000000000072e-01 0.000000000000000000e+00
3.488999999999999879e-01 0.000000000000000000e+00
3.654000000000000026e-01 0.000000000000000000e+00
3.826999999999999846e-01 0.000000000000000000e+00
4.008999999999999786e-01 0.000000000000000000e+00
4.198999999999999955e-01 0.000000000000000000e+00
4.398000000000000242e-01 0.000000000000000000e+00
4.606000000000000094e-01 0.000000000000000000e+00
4.823999999999999955e-01 0.000000000000000000e+00
5.052999999999999714e-01 0.000000000000000000e+00
5.292000000000000037e-01 0.000000000000000000e+00
5.543000000000000149e-01 0.000000000000000000e+00
5.805000000000000160e-01 0.000000000000000000e+00
6.079999999999999849e-01 0.000000000000000000e+00
6.368000000000000327e-01 0.000000000000000000e+00
6.670000000000000373e-01 0.000000000000000000e+00
6.985999999999999988e-01 0.000000000000000000e+00
7.317000000000000171e-01 0.000000000000000000e+00
7.662999999999999812e-01 0.000000000000000000e+00
8.025999999999999801e-01 0.000000000000000000e+00
8.407000000000000028e-01 0.000000000000000000e+00
8.804999999999999494e-01 0.000000000000000000e+00
9.222000000000000197e-01 0.000000000000000000e+00
9.658999999999999808e-01 0.000000000000000000e+00
1.012000000000000011e+00 0.000000000000000000e+00
1.060000000000000053e+00 0.000000000000000000e+00
1.110000000000000098e+00 0.000000000000000000e+00
1.161999999999999922e+00 0.000000000000000000e+00
1.217000000000000082e+00 0.000000000000000000e+00
1.274999999999999911e+00 0.000000000000000000e+00
1.334999999999999964e+00 0.000000000000000000e+00
1.399000000000000021e+00 0.000000000000000000e+00
1.465000000000000080e+00 0.000000000000000000e+00
1.534000000000000030e+00 0.000000000000000000e+00
1.606999999999999984e+00 0.000000000000000000e+00
1.683000000000000052e+00 0.000000000000000000e+00
1.762999999999999901e+00 0.000000000000000000e+00
1.846000000000000085e+00 0.000000000000000000e+00
1.933999999999999941e+00 0.000000000000000000e+00
2.025999999999999801e+00 0.000000000000000000e+00
2.120999999999999996e+00 0.000000000000000000e+00
2.221999999999999975e+00 0.000000000000000000e+00
2.326999999999999957e+00 0.000000000000000000e+00
2.436999999999999833e+00 0.000000000000000000e+00
2.552999999999999936e+00 0.000000000000000000e+00
2.673999999999999932e+00 0.000000000000000000e+00
2.801000000000000156e+00 0.000000000000000000e+00
2.932999999999999829e+00 0.000000000000000000e+00
3.072000000000000064e+00 0.000000000000000000e+00
3.217999999999999972e+00 0.000000000000000000e+00
3.370000000000000107e+00 0.000000000000000000e+00
3.529999999999999805e+00 0.000000000000000000e+00
3.697000000000000064e+00 0.000000000000000000e+00
3.871999999999999886e+00 0.000000000000000000e+00
4.054999999999999716e+00 0.000000000000000000e+00
4.248000000000000220e+00 0.000000000000000000e+00
4.448999999999999844e+00 0.000000000000000000e+00
4.660000000000000142e+00 0.000000000000000000e+00
4.879999999999999893e+00 0.000000000000000000e+00
5.110999999999999766e+00 0.000000000000000000e+00
5.354000000000000092e+00 0.000000000000000000e+00
5.607000000000000206e+00 0.000000000000000000e+00
5.873000000000000220e+00 0.000000000000000000e+00
6.150999999999999801e+00 0.000000000000000000e+00
6.442000000000000171e+00 0.000000000000000000e+00
6.748000000000000220e+00 0.000000000000000000e+00
7.067000000000000171e+00 0.000000000000000000e+00
7.402000000000000135e+00 0.000000000000000000e+00
7.753000000000000114e+00 0.000000000000000000e+00
8.119999999999999218e+00 0.000000000000000000e+00
8.503999999999999559e+00 0.000000000000000000e+00
8.907000000000000028e+00 0.000000000000000000e+00
9.329000000000000625e+00 0.000000000000000000e+00
9.771000000000000796e+00 0.000000000000000000e+00
1.023000000000000043e+01 0.000000000000000000e+00
1.072000000000000064e+01 0.000000000000000000e+00
1.123000000000000043e+01 0.000000000000000000e+00
1.175999999999999979e+01 0.000000000000000000e+00
1.232000000000000028e+01 0.000000000000000000e+00
1.290000000000000036e+01 0.000000000000000000e+00
1.350999999999999979e+01 0.000000000000000000e+00
1.415000000000000036e+01 0.000000000000000000e+00
1.482000000000000028e+01 0.000000000000000000e+00
1.551999999999999957e+01 0.000000000000000000e+00
1.626000000000000156e+01 0.000000000000000000e+00
1.703000000000000114e+01 0.000000000000000000e+00
1.782999999999999829e+01 0.000000000000000000e+00
1.867999999999999972e+01 0.000000000000000000e+00
1.955999999999999872e+01 0.000000000000000000e+00
2.048999999999999844e+01 3.274999999999999853e-29
2.146000000000000085e+01 1.113000000000000065e-28
2.248000000000000043e+01 3.579999999999999962e-28
2.353999999999999915e+01 1.091999999999999979e-27
2.466000000000000014e+01 7.897999999999999391e-27
2.582999999999999829e+01 2.283000000000000079e-26
2.705000000000000071e+01 6.310999999999999810e-26
2.832999999999999829e+01 1.671000000000000090e-25
2.967000000000000171e+01 4.249999999999999905e-25
3.107999999999999829e+01 1.038999999999999997e-24
3.254999999999999716e+01 2.475000000000000156e-24
3.409000000000000341e+01 5.629999999999999855e-24
3.571000000000000085e+01 1.238999999999999982e-23
3.739999999999999858e+01 2.639999999999999872e-23
3.917000000000000171e+01 5.457000000000000014e-23
4.103000000000000114e+01 1.100000000000000030e-22
4.296999999999999886e+01 2.145999999999999934e-22
4.500999999999999801e+01 4.077999999999999959e-22
